id,firstName,lastName,age,hometown,jerseyNumber,position,college,yearsExperience,status,height,weightLbs
P033,Connor,Lew,20,N/A,65,C,Auburn,0,Active,6-4,310
P034,Liam,Brown,23,N/A,60,OG,Montana,0,Active,6-5,307
P035,Dylan,Fairchild,23,N/A,63,OG,Georgia,2,Active,6-5,318
P036,Dalton,Risner,31,N/A,66,OG,Kansas State,8,Active,6-5,312
P037,Jalen,Rivers,23,N/A,74,OG,Miami,2,Active,6-5,319
P038,Orlando,Brown Jr.,30,N/A,75,OT,Oklahoma,9,Active,6-8,350
P039,Andrew,Coker,25,N/A,79,OT,TCU,1,Active,6-7,315
P040,Javon,Foster,26,N/A,73,OT,Missouri,2,Active,6-5,319
P041,Christian,Jones,23,N/A,76,OT,San Diego State,0,Active,6-9,345
P042,Amarius,Mims,23,N/A,71,OT,Georgia,3,Active,6-8,350
P043,Brian,Parker II,22,N/A,62,OT,Duke,0,Active,6-5,310
P044,Corey,Robinson II,23,N/A,77,OT,Arkansas,0,Active,6-5,311
P045,Isaiah,Foskey,25,N/A,51,DE,Notre Dame,4,Active,6-5,280
P046,Cashius,Howell,23,N/A,55,DE,Texas A&M,0,Active,6-3,255
P047,Cedric,Johnson,23,N/A,52,DE,Ole Miss,3,Active,6-3,264
P048,Boye,Mafe,27,N/A,53,DE,Minnesota,5,Active,6-4,265
P049,Myles,Murphy,24,N/A,99,DE,Clemson,4,Active,6-5,275
P050,Shemar,Stewart,22,N/A,94,DE,Texas A&M,2,Active,6-5,267
P051,Jonathan,Allen,31,N/A,93,DT,Alabama,10,Active,6-3,300
P052,Howard,Cross III,25,N/A,95,DT,Notre Dame,2,Active,6-1,285
P053,B.J.,Hill,31,N/A,92,DT,NC State,9,Active,6-3,311
P054,McKinnley,Jackson,24,N/A,91,DT,Texas A&M,3,Active,6-2,330
P055,Jordan,Jefferson,24,N/A,68,DT,LSU,3,Active,6-4,317
P056,Kris,Jenkins Jr.,24,N/A,90,DT,Michigan,3,Active,6-3,310
P057,Dexter,Lawrence II,28,N/A,97,DT,Clemson,8,Active,6-5,350
P058,Landon,Robinson,23,N/A,96,DT,Navy,0,Active,6-0,295
P059,T.J.,Slaton Jr.,28,N/A,98,DT,Florida,6,Active,6-5,340
P060,Liam,Anderson,26,N/A,45,LB,Holy Cross,1,Active,6-3,230
P061,Swayze,Bozeman,27,N/A,47,LB,Southern Miss,2,Active,6-2,225
P062,Oren,Burks,31,N/A,42,LB,Vanderbilt,9,Active,6-3,233
P063,Barrett,Carter,23,N/A,49,LB,Clemson,2,Active,6-0,231
P064,Jack,Dingle,23,N/A,59,LB,Cincinnati,0,Active,6-4,235
P065,Eric,Gentry,23,N/A,58,LB,USC,0,Active,6-7,221
P066,Joe,Giles-Harris,29,N/A,43,LB,Duke,3,Active,6-2,234
P067,Shaka,Heyward,26,N/A,50,LB,Duke,3,Active,6-3,238
P068,Demetrius,Knight Jr.,26,N/A,44,LB,South Carolina,2,Active,6-2,240
P069,Antwaun,Powell-Ryland,24,N/A,56,LB,Virginia Tech,1,Active,6-3,252
P070,Jalen,Davis,30,N/A,35,CB,Utah State,6,Active,5-10,186
P071,Tacario,Davis,22,N/A,20,CB,Washington,0,Active,6-4,194
P072,Dax,Hill,25,N/A,23,CB,Michigan,5,Active,6-0,195
P073,DJ,Ivey,26,N/A,38,CB,Miami,4,Active,6-1,192
P074,Jalen,Kimber,25,N/A,40,CB,Penn State,1,Active,6-0,190
P075,Bralyn,Lux,25,N/A,21,CB,Texas Tech,1,Active,5-10,180
P076,Matthew,McDoom,23,N/A,41,CB,Cincinnati,0,Active,5-9,180
P077,Josh,Newton,25,N/A,28,CB,TCU,3,Active,5-11,190
P078,Ja'Sir,Taylor,27,N/A,26,CB,Wake Forest,5,Active,5-11,185
P079,DJ,Turner II,25,N/A,0,CB,Michigan,4,Active,5-11,185
P080,Daijahn,Anthony,25,N/A,33,S,Ole Miss,3,Active,6-0,200
P081,Jordan,Battle,25,N/A,27,S,Alabama,4,Active,6-1,215
P082,Bryan,Cook,26,N/A,6,S,Cincinnati,5,Active,6-1,210
P083,Kyle,Dugger,30,N/A,29,S,Lenoir-Rhyne,7,Active,6-1,216
P084,PJ,Jules,25,N/A,37,S,Southern Illinois,2,Active,6-0,203
P085,Russ,Yeast,27,N/A,39,S,Kansas State,3,Active,5-10,195
P086,Evan,McPherson,27,N/A,2,K,Florida,6,Active,5-11,185
P087,Ryan,Rehkow,27,N/A,8,P,BYU,3,Active,6-4,235
P088,William,Wagner,25,N/A,46,LS,Michigan,2,Active,6-2,240
