id,firstName,lastName,age,hometown,jerseyNumber,position,college,yearsExperience,status,height,weightLbs
P037,Max,Iheanachor,22,N/A,71,OT,Arizona State,0,Active,6-6,321
P038,Broderick,Jones,25,N/A,77,OT,Georgia,4,Active,6-5,311
P039,Yahya,Black,24,N/A,94,DE,Iowa,2,Active,6-5,336
P040,Anthony,Goodlow,26,N/A,58,DE,Oklahoma State,1,Active,6-5,283
P041,Gabriel,Rubio,23,N/A,96,DE,Notre Dame,0,Active,6-5,321
P042,Kyler,Baugh,24,N/A,65,DT,Minnesota,1,Active,6-2,305
P043,Keeanu,Benton,25,N/A,95,DT,Wisconsin,4,Active,6-4,309
P044,Derrick,Harmon,23,N/A,99,DT,Oregon,2,Active,6-4,313
P045,Cameron,Heyward,37,N/A,97,DT,Ohio State,16,Active,6-5,295
P046,Kevin,Jobity Jr.,22,N/A,92,DT,Syracuse,0,Active,6-4,300
P047,Sebastian,Joseph-Day,31,N/A,69,DT,Rutgers,8,Active,6-4,310
P048,Dean,Lowry,32,N/A,98,DT,Northwestern,11,Active,6-6,296
P049,Esezi,Otomewo,27,N/A,93,DT,Minnesota,4,Active,6-5,282
P050,Carson,Bruener,25,N/A,44,LB,Washington,2,Active,6-1,227
P051,Jamin,Davis,27,N/A,57,LB,Kentucky,5,Active,6-4,234
P052,Malik,Harrison,28,N/A,39,LB,Ohio State,7,Active,6-3,247
P053,Nick,Herbig,24,N/A,51,LB,Wisconsin,4,Active,6-2,240
P054,Alex,Highsmith,29,N/A,56,LB,Charlotte,7,Active,6-4,242
P055,Cole,Holcomb,30,N/A,55,LB,North Carolina,8,Active,6-1,240
P056,Patrick,Queen,27,N/A,6,LB,LSU,7,Active,6-0,232
P057,Elandon,Roberts,32,N/A,50,LB,Houston,10,Active,6-1,238
P058,Jack,Sawyer,24,N/A,33,LB,Ohio State,2,Active,6-4,260
P059,T.J.,Watt,31,N/A,90,LB,Wisconsin,10,Active,6-4,252
P060,Julius,Welschof,29,N/A,48,LB,Charlotte,1,Active,6-6,265
P061,Payton,Wilson,26,N/A,41,LB,NC State,3,Active,6-4,242
P062,Jacoby,Windmon,25,N/A,53,LB,Michigan State,2,Active,6-2,250
P063,Devan,Boykin,24,N/A,40,CB,Indiana,0,Active,5-10,195
P064,Jamel,Dean,29,N/A,32,CB,Auburn,8,Active,6-1,206
P065,Brandin,Echols,28,N/A,26,CB,Kentucky,6,Active,5-10,179
P066,Daylen,Everette,22,N/A,23,CB,Georgia,0,Active,6-1,196
P067,D'Shawn,Jamison,27,N/A,38,CB,Texas,2,Active,5-9,186
P068,Donte,Kent,24,N/A,34,CB,Central Michigan,2,Active,5-10,189
P069,Joey,Porter Jr.,26,N/A,24,CB,Penn State,4,Active,6-2,193
P070,Jalen,Ramsey,31,N/A,5,CB,Florida State,11,Active,6-1,211
P071,Asante,Samuel Jr.,26,N/A,22,CB,Florida State,6,Active,5-10,180
P072,Doneiko,Slaughter,24,N/A,27,CB,Arkansas,1,Active,6-0,190
P073,Jaquan,Brisker,27,N/A,3,S,Penn State,5,Active,6-1,204
P074,Sebastian,Castro,25,N/A,49,S,Iowa,2,Active,5-11,203
P075,DeShon,Elliott,29,N/A,25,S,Texas,9,Active,6-0,210
P076,Rayshawn,Jenkins,32,N/A,31,S,Miami,10,Active,6-1,220
P077,Robert,Spears-Jennings,22,N/A,36,S,Oklahoma,0,Active,6-1,205
P078,Chris,Boswell,35,N/A,9,K,Rice,12,Active,6-2,185
P079,Cameron,Johnston,34,N/A,19,P,Ohio State,9,Active,5-11,194
P080,Christian,Kuntz,32,N/A,46,LS,Duquesne,6,Active,6-1,228
P081,Cole,Burgess,26,N/A,85,WR,SUNY Cortland,1,Injured Reserve,6-1,192
P082,Logan,Lee,26,N/A,91,DT,Iowa,3,Injured Reserve,6-5,286
P083,Daequan,Hardy,25,N/A,43,CB,Penn State,1,Injured Reserve,5-9,178
